0,0,0,0,0,0,0,0,0,0,185,2632
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,8,13,12,68
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1035,58
0,0,0,0,0,0,0,0,0,97,307,458
0,0,0,0,0,0,0,0,237,87,13,116
0,0,0,0,0,0,6,97,1482,424,2633,2634
0,0,0,0,0,0,0,21,2635,506,2636,111
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1036,2637
0,6,1483,2638,264,4,2,5,1484,1485,23,81
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,308,19,13,124
0,0,0,0,0,0,0,0,0,249,2639,571
0,140,200,802,24,106,4,2,2640,2641,23,46
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,317,55,11,78
0,0,0,0,0,0,0,0,337,69,20,33
0,0,0,0,0,0,0,0,0,0,2642,2643
0,0,0,0,0,0,0,351,2644,338,803,88
0,0,0,0,0,0,0,0,2645,2646,2,5
0,0,0,339,2647,164,2,5,7,2648,23,168
0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,21,2649,2650,339,1037,7,2651,119
0,0,0,0,0,0,0,0,352,14,9,41
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,352,55,18,42
0,0,0,0,0,0,0,0,0,0,2652,2
0,0,0,0,0,0,0,0,0,0,2653,294
0,0,0,0,0,0,0,0,143,19,11,66
0,0,0,0,0,0,0,0,669,18,15,186
0,0,0,0,0,0,0,0,0,0,318,2654
0,0,0,0,0,0,0,0,25,55,11,47
0,0,0,0,0,0,0,0,0,0,0,27
0,0,38,2655,2,5,17,670,28,671,53,159
0,0,0,0,0,0,0,0,0,2656,309,2657
0,0,0,0,0,38,169,193,1486,370,2658,804
0,0,0,0,0,0,0,0,6,2659,39,175
0,0,0,0,0,0,0,0,2660,75,9,50
265,1038,2,425,1039,7,1487,23,250,1488,229,58
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,107,2661,73,9,98
0,0,0,0,0,0,0,0,0,507,2662,2663
0,0,0,0,0,0,0,0,0,0,0,1040
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,81,92,12,33
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,27
0,0,38,2664,425,2,17,426,1489,7,1490,1491
0,0,0,0,0,0,0,0,0,2665,427,397
0,0,0,0,0,0,0,38,2666,805,2667,340
0,0,0,0,0,0,0,0,0,0,97,1041
0,0,0,0,0,0,0,1492,2,5,2668,2669
0,0,0,0,0,155,278,2,5,428,187,266
0,0,0,0,0,0,0,0,57,63,9,459
0,0,0,0,0,0,0,0,0,0,0,160
0,0,0,0,0,0,0,0,0,2670,2671,2672
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1493,90,16,41
0,0,0,0,0,0,0,0,0,0,2673,2674
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,1494,1042,160
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,21,250,89,2,5,2675,398,353,70
0,0,6,806,70,48,2,5,460,1495,1043,807
0,0,0,0,0,1496,2,5,28,2676,53,210
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,279,1044,2677
0,0,0,0,0,0,0,0,1045,19,14,93
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,176,22,15,43
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1497,2678,672
0,0,0,0,0,0,0,0,0,0,461,808
0,0,0,0,0,0,0,23,88,18,11,37
0,0,0,0,0,0,0,132,201,20,16,94
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,21,2679,2,5,17,2680
0,0,0,0,0,0,0,0,211,71,20,42
0,0,0,0,0,0,0,0,0,0,195,1046
0,0,0,0,0,0,0,0,0,0,2681,2682
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,429
0,0,0,0,0,0,0,0,161,12,16,34
0,0,0,0,0,0,0,0,8,74,9,59
0,0,0,0,0,0,146,2,5,1047,2683,230
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2684,809,430
0,0,0,0,0,0,0,0,0,0,115,2685
0,0,0,0,0,0,0,0,2686,71,15,59
0,0,0,0,0,0,0,0,0,0,0,1498
21,165,2687,2,5,17,29,2688,23,103,40,30
0,0,0,0,0,0,0,0,2689,19,18,35
0,0,0,0,0,82,2690,52,1499,2691,7,1500
0,0,0,0,0,0,0,0,0,0,1,1
